序号,区域,国家,省份/州,城市,景区名称(中),景区名称(英),大类,细分类型,中国签证政策,游客口碑,亲子友好度,老人友好度,夫妻友好度,一人游友好度,适合儿童年龄段,儿童出行备注,建议游览时长,日均预算,预算货币,交通可达性,全年适宜度,最佳旅游季节,最佳月份,文化/生态/独特价值,基础设施与配套,性价比,旅游安全度,华人安全度,综合加权满意度,特色活动与玩法,数据来源
322,国内,中国,青海,海西州,茶卡盐湖景区,,景区,自然盐湖,国内,9.0,5.0,4.0,9.0,8.0,全年龄,,3,500,RMB,5.0,3.0,夏,6-8月,9.0,7.0,7.0,9.5,10,7.08,,claude+gpt加权平均
323,国内,中国,四川,甘孜州,甲居藏寨旅游景区,,景区,民族风情,国内,8.5,6.0,4.0,8.0,8.0,6-16岁,,4,500,RMB,5.0,5.0,春秋,3-5月/9-10月,8.5,7.0,7.5,9.5,10,7.05,,claude+gpt加权平均
324,国内,中国,新疆,阿勒泰地区,可可托海景区,,景区,自然地质,国内,8.45,5.7,5.1,8.5,7.2,全年龄,,5,546,RMB,5.4,3.0,夏秋,6-10月,9.0,6.5,7.45,9.5,10,7.05,,claude+gpt加权平均
325,国内,中国,广东,东莞市,观音山国家森林公园,,景区,自然森林,国内,7.8,6.0,5.0,7.0,6.0,6-16岁,,4,400,RMB,8.0,7.0,秋冬春,10-4月,7.0,7.5,8.0,9.5,10,7.05,,claude+gpt加权平均
326,国内,中国,吉林,吉林市,长白山鲁能胜地旅游度假区,,景区,度假休闲,国内,8.0,8.0,6.0,8.0,6.0,3-14岁,,5,800,RMB,6.0,5.0,夏冬,6-9月/12-2月,7.0,8.0,6.5,9.5,10,7.04,,claude+gpt加权平均
327,国内,中国,宁夏,银川市,贺兰山岩画景区,,景区,历史遗迹,国内,8.0,5.0,5.0,7.0,7.0,全年龄,,3,350,RMB,7.0,5.0,夏秋,5-10月,8.5,7.0,8.0,9.5,10,7.04,,claude+gpt加权平均
328,国内,中国,浙江,绍兴市,会稽山景区,,景区,自然人文,国内,8.0,5.0,5.0,7.0,7.0,全年龄,,4,400,RMB,7.0,7.0,春秋,3-5月/9-10月,8.0,7.0,7.5,9.5,10,7.02,,claude+gpt加权平均
329,国内,中国,黑龙江,哈尔滨市,东北虎林园,,景区,生态观光,国内,8.0,8.0,5.0,6.0,6.0,3-14岁,,3,500,RMB,8.0,5.0,夏冬,5-9月/12-2月,7.5,7.5,7.0,9.5,10,7.02,,claude+gpt加权平均
330,国内,中国,湖北,恩施州,恩施土司城景区,,景区,民族文化,国内,8.0,6.0,5.0,7.0,7.0,6-16岁,,3,400,RMB,6.0,7.0,春秋,4-10月,8.0,7.0,7.5,9.5,10,7.0,,claude+gpt加权平均
331,国内,中国,河北,邢台市,崆山白云洞景区,,景区,自然溶洞,国内,7.8,6.0,5.0,7.0,7.0,6-16岁,,3,300,RMB,6.0,8.0,四季,5-10月,7.5,7.0,8.0,9.5,10,6.99,,claude+gpt加权平均
332,国内,中国,湖南,长沙市,长沙世界之窗,,景区,主题乐园,国内,7.8,8.0,4.0,6.0,5.0,3-14岁,,5,400,RMB,9.0,8.0,四季,全年,6.5,7.5,7.0,9.5,10,6.93,,claude+gpt加权平均
333,国内,中国,海南,琼海市,博鳌亚洲论坛永久会址景区,,景区,会议文化,国内,7.8,5.0,5.0,7.0,7.0,全年龄,,3,600,RMB,7.0,7.0,冬春,11-4月,7.0,8.0,7.0,9.5,10,6.92,,claude+gpt加权平均
334,国内,中国,新疆,伊犁州,伊犁河景区,,景区,城市风光,国内,8.0,6.0,6.0,8.0,7.0,6-16岁,,3,500,RMB,5.0,5.0,夏,6-8月,7.5,7.0,7.5,9.5,10,6.91,,claude+gpt加权平均
335,国内,中国,广西,桂林市,龙脊梯田景区,,景区,自然人文,国内,8.8,5.0,3.0,8.0,8.0,全年龄,,5,500,RMB,5.0,4.0,春秋,4-5月/9-10月,9.0,6.5,7.5,9.5,10,6.9,,claude+gpt加权平均
336,国内,中国,广东,揭阳市,揭阳楼景区,,景区,历史文化,国内,7.5,6.0,6.0,6.0,6.0,6-16岁,,2,350,RMB,7.0,8.0,四季,10-5月,7.0,7.0,8.0,9.5,10,6.87,,claude+gpt加权平均
337,国内,中国,安徽,铜陵市,铜陵永泉旅游区,,景区,生态休闲,国内,7.5,6.0,6.0,7.0,6.0,6-16岁,,3,350,RMB,7.0,7.0,春秋,4-10月,6.5,7.0,7.5,9.5,10,6.8,,claude+gpt加权平均
338,国内,中国,甘肃,甘南州,拉卜楞寺景区,,景区,宗教文化,国内,8.5,4.0,4.0,7.0,8.0,全年龄,,3,400,RMB,5.0,4.0,夏秋,6-9月,9.0,6.5,8.0,9.5,10,6.8,,claude+gpt加权平均
339,国内,中国,云南,曲靖市,罗平九龙瀑布群风景区,,景区,自然瀑布,国内,8.0,5.0,4.0,8.0,7.0,全年龄,,3,400,RMB,6.0,4.0,春,2-3月,8.0,7.0,7.5,9.5,10,6.79,,claude+gpt加权平均
340,国内,中国,新疆,和田地区,和田团城景区,,景区,历史文化,国内,7.8,6.0,6.0,7.0,7.0,6-16岁,,2,400,RMB,5.0,6.0,春秋,4-5月/9-10月,7.5,6.5,7.5,9.5,10,6.77,,claude+gpt加权平均
341,国内,中国,山东,日照市,五莲山旅游景区,,景区,自然山岳,国内,8.0,5.0,4.0,7.0,7.0,全年龄,,5,350,RMB,6.0,6.0,春秋,4-5月/9-10月,7.5,7.0,8.0,9.5,10,6.76,,claude+gpt加权平均
342,国内,中国,山东,淄博市,潭溪山旅游区,,景区,自然山水,国内,8.0,5.0,4.0,7.0,7.0,全年龄,,4,350,RMB,7.0,6.0,春秋,4-5月/9-10月,7.0,7.0,7.5,9.5,10,6.74,,claude+gpt加权平均
343,国内,中国,安徽,六安市,大别山(六安)悠然南山旅游区,,景区,自然山水,国内,8.0,5.0,4.0,7.0,7.0,全年龄,,5,400,RMB,6.0,6.0,夏秋,5-10月,7.5,7.0,7.5,9.5,10,6.72,,claude+gpt加权平均
344,国内,中国,江西,上饶市,望仙峡景区,,景区,自然峡谷,国内,8.0,5.0,4.0,7.0,7.0,全年龄,,4,400,RMB,6.0,6.0,春秋,4-5月/9-10月,7.5,7.0,7.5,9.5,10,6.72,,claude+gpt加权平均
345,国内,中国,福建,三明市,尤溪桂峰古村落旅游区,,景区,古村落,国内,7.8,5.0,5.0,7.0,7.0,全年龄,,3,350,RMB,5.0,7.0,春秋,3-5月/9-11月,7.5,6.5,8.0,9.5,10,6.7,,claude+gpt加权平均
346,国内,中国,新疆,伊犁州,特克斯八卦城景区,,景区,历史文化,国内,8.0,5.0,5.0,7.0,7.0,全年龄,,3,500,RMB,5.0,6.0,夏,6-8月,7.5,7.0,7.5,9.5,10,6.7,,claude+gpt加权平均
347,国内,中国,江西,赣州市,通天岩景区,,景区,历史文化,国内,7.8,5.0,5.0,6.0,7.0,全年龄,,3,350,RMB,6.0,7.0,春秋,3-5月/9-11月,7.5,6.5,8.0,9.5,10,6.7,,claude+gpt加权平均
348,国内,中国,湖南,永州市,九嶷山-舜帝陵景区,,景区,历史文化,国内,7.8,5.0,5.0,6.0,7.0,全年龄,,4,350,RMB,5.0,7.0,春秋,4-5月/9-10月,8.0,6.5,8.0,9.5,10,6.68,,claude+gpt加权平均
349,国内,中国,陕西,铜川市,照金-香山景区,,景区,红色/宗教,国内,8.0,5.0,4.0,6.0,7.0,全年龄,,4,350,RMB,6.0,6.0,秋,9-10月,7.5,7.0,8.0,9.5,10,6.66,,claude+gpt加权平均
350,国内,中国,河北,张家口市,崇礼翠云山银河滑雪场景区,,景区,冰雪运动,国内,8.0,6.0,3.0,8.0,6.0,6-16岁,,5,700,RMB,7.0,3.0,冬,11-3月,7.0,8.0,6.5,9.5,10,6.64,,claude+gpt加权平均
351,国内,中国,新疆,阿克苏地区,天山托木尔景区,,景区,自然冰川,国内,8.2,4.7,4.2,7.7,7.2,全年龄,,6,686,RMB,5.4,3.0,夏,7-8月,9.0,6.0,6.5,9.5,10,6.63,,claude+gpt加权平均
352,国内,中国,内蒙古,赤峰市,克什克腾石阵景区,,景区,自然地质,国内,8.3,5.0,4.0,7.0,7.0,全年龄,,5,450,RMB,5.0,4.0,夏,6-8月,8.5,6.5,7.0,9.5,10,6.61,,claude+gpt加权平均
353,国内,中国,新疆,吐鲁番市,火焰山景区,,景区,自然景观,国内,7.8,5.0,4.0,7.0,7.0,全年龄,,2,400,RMB,7.0,2.0,春秋,4-5月/9-10月,8.0,6.5,7.0,9.5,10,6.56,,claude+gpt加权平均
354,国内,中国,广西,来宾市,金秀大瑶山景区,,景区,民族生态,国内,7.8,5.0,4.0,7.0,7.0,全年龄,,5,400,RMB,5.0,6.0,春秋,4-5月/9-10月,7.5,6.5,7.5,9.5,10,6.53,,claude+gpt加权平均
355,国内,中国,贵州,六盘水市,乌蒙大草原旅游景区,,景区,自然草原,国内,8.0,5.0,4.0,7.0,7.0,全年龄,,4,400,RMB,5.0,5.0,夏,6-8月,7.5,6.5,7.5,9.5,10,6.51,,claude+gpt加权平均
356,国内,中国,新疆,阿勒泰地区,白沙湖景区,,景区,自然湖泊,国内,8.0,5.0,4.0,7.0,7.0,全年龄,,3,500,RMB,4.0,3.0,夏秋,6-9月,7.5,6.0,7.0,9.5,10,6.2,,claude+gpt加权平均
357,国内,中国,青海,玉树州,勒巴沟-文成公主庙景区,,景区,历史文化,国内,8.0,3.0,3.0,7.0,7.0,全年龄,,4,600,RMB,4.0,3.0,夏,6-8月,8.5,5.5,7.5,9.5,10,6.1,,claude+gpt加权平均
358,国内,中国,新疆兵团,第十师,白沙湖景区(兵团),,景区,自然湖泊,国内,7.8,4.0,4.0,7.0,7.0,全年龄,,3,400,RMB,4.0,3.0,夏秋,6-9月,7.5,5.5,7.5,9.5,10,6.08,,claude+gpt加权平均
